Broker,Year,Period_Type,Period_Number,Market,Submarket,Secondary Submarket,Property Type,Inventory SF,Vacancy Q,Net Absorption Q,Under Construction Q,Asking Rent Q,Delivered Q,Leasing Activity Q
CBRE,2021,Q,3,San Francisco Peninsula,South San Francisco,,Industrial,15960560.0,0.061,136047.0,,1.37,,
CBRE,2021,Q,3,San Francisco Peninsula,South San Francisco,,Warehouse Class A,5661660.0,0.106,161067.0,,1.5,,
CBRE,2021,Q,3,San Francisco Peninsula,South San Francisco,,Warehouse Class B,9744244.0,0.038,-25020.0,,1.3,,
CBRE,2021,Q,3,San Francisco Peninsula,South San Francisco,,Manufacturing,554656.0,0.0,0.0,,1.4,,
CBRE,2021,Q,3,San Francisco Peninsula,San Bruno/Millbrae,,Industrial,479774.0,0.037,0.0,,1.23,,
CBRE,2021,Q,3,San Francisco Peninsula,San Bruno/Millbrae,,Warehouse Class B,479774.0,0.037,0.0,,1.23,,
CBRE,2021,Q,3,San Francisco Peninsula,Burlingame,,Industrial,4079953.0,0.051,79789.0,,1.47,,
CBRE,2021,Q,3,San Francisco Peninsula,Burlingame,,Warehouse Class A,1170335.0,0.005,0.0,,1.5,,
CBRE,2021,Q,3,San Francisco Peninsula,Burlingame,,Warehouse Class B,2482774.0,0.034,-12985.0,,1.46,,
CBRE,2021,Q,3,San Francisco Peninsula,Burlingame,,Manufacturing,426844.0,0.13,92774.0,,1.45,,
CBRE,2021,Q,3,San Francisco Peninsula,North County,,Industrial,26167877.0,0.056,68871.0,,1.38,,
CBRE,2021,Q,3,San Francisco Peninsula,San Mateo,,Industrial,605606.0,0.052,3060.0,,1.75,,
CBRE,2021,Q,3,San Francisco Peninsula,San Mateo,,Warehouse Class B,312367.0,0.006,-1940.0,,1.75,,
CBRE,2021,Q,3,San Francisco Peninsula,San Mateo,,Manufacturing,283239.0,0.093,5000.0,,1.75,,
CBRE,2021,Q,3,San Francisco Peninsula,Belmont/San Carlos,,Industrial,2927997.0,0.025,15535.0,,1.77,,
CBRE,2021,Q,3,San Francisco Peninsula,Belmont/San Carlos,,Warehouse Class A,145000.0,0.0,23104.0,,1.85,,
CBRE,2021,Q,3,San Francisco Peninsula,Belmont/San Carlos,,Warehouse Class B,1121142.0,0.024,-10000.0,,1.8,,
CBRE,2021,Q,3,San Francisco Peninsula,Belmont/San Carlos,,Manufacturing,1661855.0,0.029,2431.0,,1.75,,
CBRE,2021,Q,3,San Francisco Peninsula,Redwood City/Redwood Shores,,Industrial,2998910.0,0.022,-35476.0,,1.8,,
CBRE,2021,Q,3,San Francisco Peninsula,Redwood City/Redwood Shores,,Warehouse Class A,467342.0,0.0,0.0,,1.9,,
CBRE,2021,Q,3,San Francisco Peninsula,Redwood City/Redwood Shores,,Warehouse Class B,467342.0,0.027,-35476.0,,1.8,,
CBRE,2021,Q,3,San Francisco Peninsula,Redwood City/Redwood Shores,,Manufacturing,781576.0,0.027,0.0,,1.75,,
CBRE,2021,Q,3,San Francisco Peninsula,Central County,,Industrial,6532513.0,0.026,-16881.0,,1.79,,
CBRE,2021,Q,3,San Francisco Peninsula,Menlo Park,,Industrial,1799398.0,0.023,12500.0,,1.94,,
CBRE,2021,Q,3,San Francisco Peninsula,Menlo Park,,Warehouse Class A,659649.0,0.0,0.0,,1.85,,
CBRE,2021,Q,3,San Francisco Peninsula,Menlo Park,,Warehouse Class B,261210.0,0.0,0.0,,1.8,,
CBRE,2021,Q,3,San Francisco Peninsula,Menlo Park,,Manufacturing,878539.0,0.047,12500.0,,2.05,,
CBRE,2021,Q,3,San Francisco Peninsula,Palo Alto/East Palo Alto,,Industrial,1269247.0,0.035,4275.0,,2.69,,
CBRE,2021,Q,3,San Francisco Peninsula,Palo Alto/East Palo Alto,,Warehouse Class B,26620.0,0.0,0.0,,2.03,,
CBRE,2021,Q,3,San Francisco Peninsula,Palo Alto/East Palo Alto,,Manufacturing,1242627.0,0.036,4275.0,,2.7,,
CBRE,2021,Q,3,San Francisco Peninsula,South County,,Industrial,3068645.0,0.028,16775.0,,2.25,,
CBRE,2021,Q,3,San Francisco Peninsula,Total Industrial Market,,Industrial,35769035.0,0.048,68765.0,,1.53,,
CBRE,2021,Q,3,San Francisco Peninsula,Total Industrial Market,,Warehouse Class A,12111817.0,0.073,37206.0,,1.51,,
CBRE,2021,Q,3,San Francisco Peninsula,Total Industrial Market,,Warehouse Class B,17820438.0,0.034,-85421.0,,1.41,,
CBRE,2021,Q,3,San Francisco Peninsula,Total Industrial Market,,Manufacturing,5836780.0,0.041,116980.0,,1.94,,
CBRE,2021,Q,3,Savannah,Savannah Market,,Overall,84159877.0,0.034,3096492.0,15220384.0,5.48,4996417.0,
CBRE,2021,Q,3,Tampa,East Tampa Area,,Industrial,74643388.0,0.052,478471.0,3514479.0,6.19,,
CBRE,2021,Q,3,Tampa,East Tampa Area,Tampa CBD,Industrial,8529796.0,0.033,10684.0,0.0,4.08,,
CBRE,2021,Q,3,Tampa,East Tampa Area,Northeast,Industrial,2319823.0,0.07,-2038.0,0.0,6.97,,
CBRE,2021,Q,3,Tampa,East Tampa Area,East Tampa,Industrial,47562957.0,0.045,-94167.0,1252512.0,7.16,,
CBRE,2021,Q,3,Tampa,East Tampa Area,Plant City,Industrial,12895611.0,0.104,71836.0,2149967.0,5.48,,
CBRE,2021,Q,3,Tampa,East Tampa Area,Southeast,Industrial,3335201.0,0.0,492156.0,112000.0,3.0,,
CBRE,2021,Q,3,Tampa,Airport Area,,Industrial,21098012.0,0.04,-138744.0,542254.0,7.74,,
CBRE,2021,Q,3,Tampa,Airport Area,Westshore,Industrial,3619841.0,0.029,478.0,0.0,6.05,,
CBRE,2021,Q,3,Tampa,Airport Area,Airport,Industrial,12819439.0,0.047,-190494.0,542254.0,9.36,,
CBRE,2021,Q,3,Tampa,Airport Area,Southwest Tampa,Industrial,2598988.0,0.016,61239.0,0.0,6.51,,
CBRE,2021,Q,3,Tampa,Airport Area,Northwest Tampa,Industrial,2059744.0,0.049,-9967.0,0.0,9.89,,
CBRE,2021,Q,3,Tampa,Hillsborough County,,Industrial,95741400.0,0.05,339727.0,4056733.0,6.54,,
CBRE,2021,Q,3,Tampa,Pinellas County,,Industrial,45083092.0,0.041,161832.0,230000.0,7.62,,
CBRE,2021,Q,3,Tampa,Pinellas County,South Pinellas,Industrial,8553723.0,0.06,-7500.0,0.0,5.85,,
CBRE,2021,Q,3,Tampa,Pinellas County,Mid Pinellas/Gateway,Industrial,29697090.0,0.042,169332.0,100000.0,7.82,,
CBRE,2021,Q,3,Tampa,Pinellas County,North Pinellas,Industrial,6832279.0,0.011,0.0,130000.0,8.76,,
CBRE,2021,Q,3,Tampa,Tampa Total,,Industrial,140824492.0,0.047,501559.0,4286733.0,6.73,,
CBRE,2021,Q,3,Tampa,Tampa Total,,Manufacturing,31315800.0,0.033,-288067.0,0.0,6.53,,
CBRE,2021,Q,3,Tampa,Tampa Total,,R&D/Flex,12577782.0,0.063,103975.0,0.0,11.99,,
CBRE,2021,Q,3,Tampa,Tampa Total,,Warehouse/Distribution,96930910.0,0.049,685651.0,4286733.0,5.84,,
CBRE,2021,Q,4,Savannah,Savannah Market,,Overall,86731654.0,0.031,3070295.0,17657211.0,5.48,2571777.0,
CBRE,2022,Q,1,Boston,Urban,,Industrial,14512313.0,0.027,81978.0,,20.42,,
CBRE,2022,Q,1,Boston,Metro North,,Industrial,87165464.0,0.022,137391.0,,14.0,,
CBRE,2022,Q,1,Boston,Metro North,Close-In Suburbs North,Industrial,17858057.0,0.025,-5010.0,,16.48,,
CBRE,2022,Q,1,Boston,Metro North,Route 128-North,Industrial,32336624.0,0.017,234099.0,,14.19,,
CBRE,2022,Q,1,Boston,Metro North,Route 495-Northeast,Industrial,19244348.0,0.009,-114548.0,,11.96,,
CBRE,2022,Q,1,Boston,Metro North,Route 3-North,Industrial,17726435.0,0.04,22850.0,,12.62,,
CBRE,2022,Q,1,Boston,Metro South,,Industrial,110428731.0,0.018,1841373.0,,8.97,,
CBRE,2022,Q,1,Boston,Metro South,Route 128-South,Industrial,44201952.0,0.024,344262.0,,11.31,,
CBRE,2022,Q,1,Boston,Metro South,Route 495-South,Industrial,66226779.0,0.014,1497111.0,,7.81,,
CBRE,2022,Q,1,Boston,Metro West,,Industrial,54771404.0,0.012,1120006.0,,11.24,,
CBRE,2022,Q,1,Boston,Metro West,Route 128-West,Industrial,6588448.0,0.041,26711.0,,17.22,,
CBRE,2022,Q,1,Boston,Metro West,Framingham - Natick,Industrial,4691376.0,0.011,74245.0,,12.14,,
CBRE,2022,Q,1,Boston,Metro West,Route 495-Route 2 West,Industrial,20201571.0,0.004,669450.0,,9.31,,
CBRE,2022,Q,1,Boston,Metro West,Route 495-Mass Pike West,Industrial,23290009.0,0.012,349600.0,,8.68,,
CBRE,2022,Q,1,Boston,Overall Total Industrial,,Industrial,266877912.0,0.019,3180748.0,,11.58,,
CBRE,2022,Q,1,Broward,Central Broward,,Industrial,18730434.0,0.037,-41902.0,0.0,10.76,,
CBRE,2022,Q,1,Broward,Coral Springs,,Industrial,8559835.0,0.015,9635.0,131680.0,10.6,,
CBRE,2022,Q,1,Broward,Northeast Broward,,Industrial,11369487.0,0.09,302991.0,374460.0,10.1,,
CBRE,2022,Q,1,Broward,Pompano/Lauderdale,,Industrial,25305399.0,0.04,244805.0,0.0,10.79,,
CBRE,2022,Q,1,Broward,Southeast Broward,,Industrial,15725243.0,0.032,56955.0,699558.0,12.57,,
CBRE,2022,Q,1,Broward,Southwest Broward,,Industrial,17008129.0,0.061,113332.0,0.0,10.52,,
CBRE,2022,Q,1,Broward,Sunrise,,Industrial,5828397.0,0.024,-55200.0,0.0,12.24,,
CBRE,2022,Q,1,Broward,Grand Total,,Industrial,102526924.0,0.042,630616.0,1205698.0,10.86,,
CBRE,2022,Q,1,Raleigh Durham,West Raleigh,,Warehouse,1057596.0,0.029,0.0,0.0,12.59,,
CBRE,2022,Q,1,Raleigh Durham,US 70/Glenwood Avenue,,Warehouse,1235908.0,0.0,0.0,0.0,8.2,,
CBRE,2022,Q,1,Raleigh Durham,Six Forks Road / Falls,,Warehouse,2489117.0,0.012,-1500.0,0.0,7.52,,
CBRE,2022,Q,1,Raleigh Durham,US 1/Capital Boulevard,,Warehouse,3784137.0,0.037,-22958.0,0.0,9.1,,
CBRE,2022,Q,1,Raleigh Durham,Eastern Wake,,Warehouse,17626109.0,0.015,200602.0,1762087.0,6.94,,
CBRE,2022,Q,1,Raleigh Durham,Southern Wake,,Warehouse,3666253.0,0.083,-40000.0,234000.0,7.67,,
CBRE,2022,Q,1,Raleigh Durham,Cary,,Warehouse,1224925.0,0.156,6217.0,0.0,13.51,,
CBRE,2022,Q,1,Raleigh Durham,RTP/I-40 Corridor,,Warehouse,14583252.0,0.004,80578.0,1110297.0,7.19,,
CBRE,2022,Q,1,Raleigh Durham,North Durham,,Warehouse,3119432.0,0.0,0.0,0.0,6.17,,
CBRE,2022,Q,1,Raleigh Durham,South Durham,,Warehouse,2867431.0,0.009,0.0,0.0,5.5,,
CBRE,2022,Q,1,Raleigh Durham,Orange County,,Warehouse,2305009.0,0.024,11600.0,0.0,5.61,,
CBRE,2022,Q,1,Raleigh Durham,Johnston County,,Warehouse,9497132.0,0.002,13428.0,135000.0,5.22,,
CBRE,2022,Q,1,Raleigh Durham,US 1/64 West Corridor,,Warehouse,1791917.0,0.065,9652.0,0.0,5.73,,
CBRE,2022,Q,1,Raleigh Durham,Warehouse Totals,,Warehouse,64727750.0,0.019,257619.0,3041329.0,6.97,,
CBRE,2022,Q,1,Savannah,Savannah Market,,Overall,88028901.0,0.012,1830498.0,21282226.0,5.48,1297247.0,
CBRE,2022,Q,2,Savannah,Savannah Market,,Overall,91402603.0,0.007,3133220.0,23024169.0,5.79,3373702.0,
CBRE,2022,Q,2,Tulsa,Bartlesville,,Industrial,2980433.0,0.034,5000.0,,,3.32,
CBRE,2022,Q,2,Tulsa,CBD,,Industrial,1670724.0,0.102,40.0,,,4.81,
CBRE,2022,Q,2,Tulsa,East,,Industrial,4599748.0,0.011,11046.0,,6.53,31500.0,
CBRE,2022,Q,2,Tulsa,Mayes County,,Industrial,4205354.0,0.002,,,,6.65,
CBRE,2022,Q,2,Tulsa,Midtown,,Industrial,125284.0,0.063,13288.0,,,5.74,
CBRE,2022,Q,2,Tulsa,Muskogee County,,Industrial,6193351.0,0.054,,,,2.34,
CBRE,2022,Q,2,Tulsa,North Central,,Industrial,6665075.0,0.051,37005.0,,,4.75,
CBRE,2022,Q,2,Tulsa,Northeast,,Industrial,38573561.0,0.023,92422.0,684616.0,5.29,57600.0,
CBRE,2022,Q,2,Tulsa,Northwest,,Industrial,6073873.0,0.018,-2082.0,,,4.9,
CBRE,2022,Q,2,Tulsa,South,,Industrial,2950615.0,0.024,-3964.0,,,6.61,35000.0
CBRE,2022,Q,2,Tulsa,South Central,,Industrial,13460211.0,0.041,111766.0,,,5.8,
CBRE,2022,Q,2,Tulsa,Southeast,,Industrial,16188706.0,0.02,-8159.0,169400.0,6.44,,
CBRE,2022,Q,2,Tulsa,Southwest,,Industrial,17960095.0,0.022,-95951.0,,,5.05,
CBRE,2022,Q,2,Tulsa,Outlying Market Area,,Industrial,8392603.0,0.046,7400.0,,,2.73,
CBRE,2022,Q,2,Tulsa,Tulsa Total,,Industrial,130039633.0,0.029,167811.0,854016.0,5.17,124100.0,
CBRE,2022,Q,3,Raleigh Durham,West Raleigh,,Warehouse,1061700.0,0.0,0.0,0.0,12.5,,
CBRE,2022,Q,3,Raleigh Durham,US 70/Glenwood Ave,,Warehouse,1213644.0,0.0,0.0,0.0,,,
CBRE,2022,Q,3,Raleigh Durham,Six Forks Road/Falls,,Warehouse,2463792.0,0.028,-5842.0,0.0,,,
CBRE,2022,Q,3,Raleigh Durham,US 1/Capital Blvd,,Warehouse,3911149.0,0.01,54480.0,0.0,11.49,,
CBRE,2022,Q,3,Raleigh Durham,Eastern Wake,,Warehouse,18146173.0,0.025,715393.0,968130.0,9.57,,
CBRE,2022,Q,3,Raleigh Durham,Southern Wake,,Warehouse,4034857.0,0.065,40000.0,405768.0,,,
CBRE,2022,Q,3,Raleigh Durham,Cary,,Warehouse,1224925.0,0.161,-9892.0,0.0,,,
CBRE,2022,Q,3,Raleigh Durham,RTP/I-40 Corridor,,Warehouse,14640749.0,0.001,278467.0,968130.0,8.57,,
CBRE,2022,Q,3,Raleigh Durham,North Durham,,Warehouse,3119432.0,0.0,0.0,0.0,5.25,,
CBRE,2022,Q,3,Raleigh Durham,South Durham,,Warehouse,2990522.0,0.009,0.0,0.0,9.61,,
CBRE,2022,Q,3,Raleigh Durham,Orange County,,Warehouse,3527642.0,0.072,-5000.0,580200.0,4.77,,
CBRE,2022,Q,3,Raleigh Durham,Johnston County,,Warehouse,9988107.0,0.01,587883.0,1276302.0,7.04,,
CBRE,2022,Q,3,Raleigh Durham,US 1/64 West Corridor,,Warehouse,2161424.0,0.024,-52000.0,117185.0,5.46,,
CBRE,2022,Q,3,Raleigh Durham,Warehouse Totals,,Warehouse,68484116.0,0.022,1603489.0,4130227.0,6.66,,
CBRE,2022,Q,3,Savannah,Savannah Market,,Overall,94415220.0,0.005,4632622.0,25435509.0,6.02,3012617.0,
CBRE,2022,Q,4,Austin,CBD,,Industrial,26776.0,0.0,,,,,
CBRE,2022,Q,4,Austin,CENTRAL,,Industrial,1237275.0,0.08,-4600.0,,17.24,,
CBRE,2022,Q,4,Austin,EAST,,Industrial,2822163.0,0.07,48950.0,,14.17,84094.0,
CBRE,2022,Q,4,Austin,FAR NORTHEAST,,Industrial,4865182.0,0.11,418112.0,1418600.0,8.87,526226.0,
CBRE,2022,Q,4,Austin,FAR NORTHWEST,,Industrial,530614.0,0.0,2950.0,,,,
CBRE,2022,Q,4,Austin,GEORGETOWN,,Industrial,3304251.0,0.223,422010.0,4011035.0,10.38,466997.0,
CBRE,2022,Q,4,Austin,HAYS COUNTY,,Industrial,3692850.0,0.08,302358.0,2785885.0,7.65,42803.0,
CBRE,2022,Q,4,Austin,NORTH,,Industrial,14375162.0,0.033,24849.0,,16.77,,
CBRE,2022,Q,4,Austin,NORTHEAST,,Industrial,8416435.0,0.028,120599.0,270442.0,12.36,,
CBRE,2022,Q,4,Austin,NORTHWEST,,Industrial,2626118.0,0.036,-40407.0,,13.81,,
CBRE,2022,Q,4,Austin,ROUND ROCK,,Industrial,4822466.0,0.047,3741.0,1041645.0,14.6,,
CBRE,2022,Q,4,Austin,SOUTH,,Industrial,1486861.0,0.038,-9099.0,657500.0,18.04,,
CBRE,2022,Q,4,Austin,SOUTHEAST,,Industrial,13466388.0,0.051,-19033.0,1375542.0,9.0,490144.0,
CBRE,2022,Q,4,Austin,SOUTHWEST,,Industrial,394773.0,0.0,15592.0,,,,
CBRE,2022,Q,4,Austin,AUSTIN TOTAL,,Industrial,62067314.0,0.059,1286022.0,11557649.0,11.56,1610264.0,
CBRE,2022,Q,4,Baltimore,Annapolis,,Warehouse,498012.0,0.0,,,10.67,,
CBRE,2022,Q,4,Baltimore,Baltimore City,,Warehouse,29033357.0,0.037,252405.0,753125.0,7.2,,
CBRE,2022,Q,4,Baltimore,Baltimore County East,,Warehouse,27453973.0,0.018,2100531.0,558560.0,7.9,,
CBRE,2022,Q,4,Baltimore,Baltimore Southwest,,Warehouse,7882346.0,0.079,-20741.0,,9.95,,
CBRE,2022,Q,4,Baltimore,Balt/Washington Corridor,,Warehouse,49487213.0,0.021,814691.0,,10.95,,
CBRE,2022,Q,4,Baltimore,Harford/Cecil County,,Warehouse,36520883.0,0.078,-116596.0,2396980.0,6.5,,
CBRE,2022,Q,4,Baltimore,Hunt Valley/Towson,,Warehouse,3252054.0,0.086,-91410.0,,8.34,,
CBRE,2022,Q,4,Baltimore,Owings Mills/Reisterstown Rd,,Warehouse,957106.0,0.016,,,10.0,,
CBRE,2022,Q,4,Baltimore,Total,,Warehouse,155084944.0,0.041,2938880.0,3708665.0,7.98,,
CBRE,2022,Q,4,Baltimore,Annapolis,,Flex,1116807.0,0.068,3390.0,,17.4,,
CBRE,2022,Q,4,Baltimore,Baltimore City,,Flex,2488209.0,0.075,-5579.0,,7.57,,
CBRE,2022,Q,4,Baltimore,Baltimore County East,,Flex,2581546.0,0.105,-45670.0,,8.32,,
CBRE,2022,Q,4,Baltimore,Baltimore Southwest,,Flex,3260380.0,0.113,-19040.0,,11.79,,
CBRE,2022,Q,4,Baltimore,Balt/Washington Corridor,,Flex,16236267.0,0.066,-146942.0,,13.87,,
CBRE,2022,Q,4,Baltimore,Harford/Cecil County,,Flex,2076849.0,0.061,53490.0,,9.11,,
CBRE,2022,Q,4,Baltimore,Hunt Valley/Towson,,Flex,3652149.0,0.077,13316.0,,10.92,,
CBRE,2022,Q,4,Baltimore,Owings Mills/Reisterstown Rd,,Flex,1769795.0,0.126,-6924.0,,11.2,,
CBRE,2022,Q,4,Baltimore,Total,,Flex,33182002.0,0.078,-153959.0,,11.94,,
CBRE,2022,Q,4,Baltimore,Annapolis,,Overall,1614819.0,0.047,3390.0,,14.83,,
CBRE,2022,Q,4,Baltimore,Baltimore City,,Overall,31521566.0,0.04,246826.0,753125.0,7.38,,
CBRE,2022,Q,4,Baltimore,Baltimore County East,,Overall,30035519.0,0.025,2054861.0,558560.0,8.11,,
CBRE,2022,Q,4,Baltimore,Baltimore Southwest,,Overall,11142726.0,0.089,-39781.0,,9.67,,
CBRE,2022,Q,4,Baltimore,Balt/Washington Corridor,,Overall,65723480.0,0.032,667749.0,,12.41,,
CBRE,2022,Q,4,Baltimore,Harford/Cecil County,,Overall,38597732.0,0.077,-63106.0,2396980.0,7.8,,
CBRE,2022,Q,4,Baltimore,Hunt Valley/Towson,,Overall,6904203.0,0.082,-78094.0,,10.02,,
CBRE,2022,Q,4,Baltimore,Owings Mills/Reisterstown Rd,,Overall,2726901.0,0.087,-6924.0,,11.2,,
CBRE,2022,Q,4,Baltimore,Total,,Overall,188266946.0,0.048,2784921.0,3708665.0,9.14,,
CBRE,2022,Q,4,Charlotte,Central,,Industrial,19627343.0,0.027,12498.0,,7.74,,
CBRE,2022,Q,4,Charlotte,East,,Industrial,8486586.0,0.044,11714.0,,6.87,,
CBRE,2022,Q,4,Charlotte,North,,Industrial,28458720.0,0.002,34710.0,3155064.0,8.54,,
CBRE,2022,Q,4,Charlotte,Northeast,,Industrial,44134986.0,0.045,16453.0,2100912.0,7.48,,
CBRE,2022,Q,4,Charlotte,Northwest,,Industrial,42936199.0,0.028,2023344.0,4183902.0,7.33,,
CBRE,2022,Q,4,Charlotte,Southeast,,Industrial,7170178.0,0.036,12732.0,,8.61,,
CBRE,2022,Q,4,Charlotte,Southwest,,Industrial,88779169.0,0.045,372970.0,2995244.0,8.98,,
CBRE,2022,Q,4,Charlotte,METRO TOTAL,,Industrial,239593181.0,0.035,2484421.0,12435122.0,8.38,,
CBRE,2022,Q,4,Cincinnati,Central,,Industrial,82361415.0,0.033,270353.0,1450000.0,5.42,583676.0,
CBRE,2022,Q,4,Cincinnati,Northeast,,Industrial,67156693.0,0.019,187911.0,1722000.0,7.1,348118.0,
CBRE,2022,Q,4,Cincinnati,Northwest,,Industrial,85587560.0,0.022,737134.0,2719371.0,6.36,817558.0,
CBRE,2022,Q,4,Cincinnati,Northern Kentucky,,Industrial,81851387.0,0.024,301742.0,4406754.0,5.27,1008051.0,
CBRE,2022,Q,4,Cincinnati,Metro Total,,Industrial,316957055.0,0.025,1497140.0,10356554.0,5.99,2757403.0,
CBRE,2022,Q,4,Cleveland,Downtown,,Warehouse/Distribution,24193887.0,0.021,9000.0,,5.63,,
CBRE,2022,Q,4,Cleveland,East,,Warehouse/Distribution,2787185.0,0.053,-44353.0,,6.71,,
CBRE,2022,Q,4,Cleveland,Geauga West,,Warehouse/Distribution,926688.0,0.032,0.0,,6.92,,
CBRE,2022,Q,4,Cleveland,Lake County West,,Warehouse/Distribution,8892898.0,0.057,40270.0,,4.27,,
CBRE,2022,Q,4,Cleveland,Northeast,,Warehouse/Distribution,9700821.0,0.029,198000.0,,6.83,,
CBRE,2022,Q,4,Cleveland,Northwest,,Warehouse/Distribution,11109661.0,0.019,-2992.0,,4.76,,
CBRE,2022,Q,4,Cleveland,South,,Warehouse/Distribution,19199806.0,0.035,-17229.0,,5.73,,
CBRE,2022,Q,4,Cleveland,Southeast,,Warehouse/Distribution,38630418.0,0.047,-178395.0,,6.16,,
CBRE,2022,Q,4,Cleveland,Southwest,,Warehouse/Distribution,22101681.0,0.048,269135.0,,5.47,,
CBRE,2022,Q,4,Cleveland,Total Market,,Warehouse/Distribution,137543045.0,0.038,273436.0,947527.0,5.77,,
CBRE,2022,Q,4,Cleveland,Downtown,,Manufacturing,18452929.0,0.056,101992.0,,3.5,,
CBRE,2022,Q,4,Cleveland,East,,Manufacturing,1662652.0,0.012,0.0,,10.0,,
CBRE,2022,Q,4,Cleveland,Geauga West,,Manufacturing,923414.0,0.036,-12000.0,,7.41,,
CBRE,2022,Q,4,Cleveland,Lake County West,,Manufacturing,14738871.0,0.002,11639.0,,4.63,,
CBRE,2022,Q,4,Cleveland,Northeast,,Manufacturing,16854601.0,0.031,0.0,,2.86,,
CBRE,2022,Q,4,Cleveland,Northwest,,Manufacturing,20756085.0,0.003,150000.0,,7.26,,
CBRE,2022,Q,4,Cleveland,South,,Manufacturing,14609316.0,0.005,10837.0,,5.93,,
CBRE,2022,Q,4,Cleveland,Southeast,,Manufacturing,14347754.0,0.002,-9890.0,,8.54,,
CBRE,2022,Q,4,Cleveland,Southwest,,Manufacturing,22043206.0,0.014,-7796.0,,4.64,,
CBRE,2022,Q,4,Cleveland,Total Market,,Manufacturing,124388828.0,0.017,244782.0,,4.0,,
CBRE,2022,Q,4,Cleveland,Downtown,,R&D/Flex,1746034.0,0.014,0.0,,5.55,,
CBRE,2022,Q,4,Cleveland,East,,R&D/Flex,1712444.0,0.075,-7086.0,,11.44,,
CBRE,2022,Q,4,Cleveland,Geauga West,,R&D/Flex,279632.0,0.0,0.0,,16.58,,
CBRE,2022,Q,4,Cleveland,Lake County West,,R&D/Flex,2806793.0,0.012,-12293.0,,8.32,,
CBRE,2022,Q,4,Cleveland,Northeast,,R&D/Flex,391545.0,0.0,0.0,,5.5,,
CBRE,2022,Q,4,Cleveland,Northwest,,R&D/Flex,1068325.0,0.0,3000.0,,6.75,,
CBRE,2022,Q,4,Cleveland,South,,R&D/Flex,4076641.0,0.027,22346.0,,7.6,,
CBRE,2022,Q,4,Cleveland,Southeast,,R&D/Flex,4792769.0,0.03,-4486.0,,6.58,,
CBRE,2022,Q,4,Cleveland,Southwest,,R&D/Flex,2637812.0,0.048,19500.0,,8.52,,
CBRE,2022,Q,4,Cleveland,Total Market,,R&D/Flex,19511995.0,0.029,20981.0,,8.13,,
CBRE,2022,Q,4,Cleveland,Downtown,,Industrial,44392850.0,0.032,110992.0,,3.77,,
CBRE,2022,Q,4,Cleveland,East,,Industrial,6162281.0,0.048,-51439.0,,9.16,,
CBRE,2022,Q,4,Cleveland,Geauga West,,Industrial,2129734.0,0.038,-12000.0,,7.31,,
