Period,Market,primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
2024 Q2,Austin,HAYS COUNTY,,,13821220.0,0.145,56615.0,1421000.0,10.83,142930.0,
2024 Q2,Austin,NORTH,,,16391305.0,0.081,-182608.0,,13.02,,
2024 Q2,Austin,NORTHEAST,,,27891368.0,0.069,327167.0,2111529.0,13.74,808670.0,
2024 Q2,Austin,NORTHWEST,,,708902.0,0.042,-5000.0,,17.0,,
2024 Q2,Austin,ROUND ROCK,,,6305434.0,0.08,282576.0,498679.0,14.77,322900.0,
2024 Q2,Austin,SOUTH,,,2765013.0,0.089,-50575.0,,13.66,,
2024 Q2,Austin,SOUTHEAST,,,19724631.0,0.165,-43764.0,1729524.0,8.91,1961425.0,
2024 Q2,Austin,SOUTHWEST,,,3799114.0,0.049,-16680.0,269959.0,21.69,,
2024 Q2,Austin,AUSTIN TOTAL,,,123958679.0,0.11,1614096.0,14731998.0,12.67,4355181.0,
2024 Q2,Boston,Urban,,Overall,14297465.0,0.05,-21549.0,,27.34,,
2024 Q2,Boston,Metro North,CloseIn -Suburbs North,Overall,18333136.0,0.061,-53219.0,,28.8,,
2024 Q2,Boston,Metro North,Route 128-North,Overall,33595536.0,0.056,-270876.0,,20.13,,
2024 Q2,Boston,Metro North,Route 495 Northeast,Overall,24532324.0,0.043,41637.0,,17.2,,
2024 Q2,Boston,Metro North,Route 3 - North,Overall,18418785.0,0.067,201752.0,,16.45,,
2024 Q2,Boston,Metro North,Total,Overall,94879781.0,0.056,-80706.0,,20.92,,
2024 Q2,Boston,Metro South,Route 128-South,Overall,45125201.0,0.063,50841.0,,15.47,,
2024 Q2,Boston,Metro South,Route 495-South,Overall,72027351.0,0.07,155446.0,,12.7,,
2024 Q2,Boston,Metro South,Total,Overall,117152552.0,0.068,206287.0,,13.53,,
2024 Q2,Boston,Metro West,Route 128-West,Overall,6312001.0,0.03,-49830.0,,27.63,,
2024 Q2,Boston,Metro West,Framingham - Natick,Overall,4528544.0,0.013,-27786.0,,13.12,,
2024 Q2,Boston,Metro West,Route 495 Route 2 West,Overall,22156212.0,0.047,113295.0,,12.81,,
2024 Q2,Boston,Metro West,Route 495 Mass Pike West,Overall,24496835.0,0.047,65664.0,,13.69,,
2024 Q2,Boston,Metro West,Total,Overall,57493592.0,0.042,101343.0,,13.55,,
2024 Q2,Boston,Worcester Metro,City of Worcester,Overall,9537102.0,0.013,2500.0,,10.46,,
2024 Q2,Boston,Worcester Metro,Worcester North,Overall,11332149.0,0.054,-75024.0,,11.0,,
2024 Q2,Boston,Worcester Metro,Worcester South,Overall,9248542.0,0.199,-131169.0,,10.88,,
2024 Q2,Boston,Worcester Metro,Total,Overall,30117793.0,0.086,-203693.0,,10.9,,
2024 Q2,Boston,Overall Greater Boston Metro,,Total Industrial,313941183.0,0.06,1682.0,,15.24,,
2024 Q2,Broward,Central Broward,,,18576151.0,0.0415,-62627.0,0.0,15.3,0.0,
2024 Q2,Broward,Coral Springs,,,9274627.0,0.0395,-77.0,0.0,15.0,0.0,
2024 Q2,Broward,Northeast Broward,,,11596543.0,0.0596,-49098.0,0.0,16.5,0.0,
2024 Q2,Broward,Pompano/Lauderdale,,,25313654.0,0.0477,-195113.0,0.0,16.0,0.0,
2024 Q2,Broward,Southeast Broward,,,16679200.0,0.0466,-9465.0,398940.0,17.3,0.0,
2024 Q2,Broward,Southwest Broward,,,17764817.0,0.0327,167150.0,0.0,16.5,0.0,
2024 Q2,Broward,Sunrise,,,5872247.0,0.0024,-38453.0,0.0,14.5,0.0,
2024 Q2,Broward,Grand Total,,,105077239.0,0.0432,-187683.0,398940.0,15.87,0.0,
2024 Q2,Chicago,McHenry County,,Overall,23371706.0,0.053,49626.0,0.0,6.55,0.0,624612.0
2024 Q2,Chicago,Lake County,,Overall,80757490.0,0.047,-242697.0,537556.0,6.75,11440.0,569133.0
2024 Q2,Chicago,NE Cook County,,Overall,49873827.0,0.03,-460880.0,1000394.0,7.63,0.0,248483.0
2024 Q2,Chicago,NW Cook County,,Overall,32114217.0,0.06,375091.0,48000.0,6.45,0.0,287425.0
2024 Q2,Chicago,N Kane County,,Overall,36751072.0,0.076,-40397.0,131000.0,6.55,833205.0,581902.0
2024 Q2,Chicago,N DuPage County,,Overall,45947385.0,0.026,390523.0,49300.0,7.55,0.0,199348.0
2024 Q2,Chicago,O'Hare,,Overall,101858319.0,0.027,-958334.0,147953.0,9.23,126054.0,1987720.0
2024 Q2,Chicago,City North,,Overall,60607400.0,0.026,735.0,1184800.0,8.23,0.0,217686.0
2024 Q2,Chicago,Near West Suburbs,,Overall,81859273.0,0.035,-70255.0,0.0,7.58,398954.0,414510.0
2024 Q2,Chicago,West Suburbs,,Overall,38953442.0,0.011,160355.0,31510.0,7.68,0.0,174749.0
2024 Q2,Chicago,Central Kane & DuPage,,Overall,41442255.0,0.046,398769.0,334800.0,6.58,543603.0,269050.0
2024 Q2,Chicago,Far West Suburbs,,Overall,70258386.0,0.033,484327.0,1199880.0,6.2,429610.0,679727.0
2024 Q2,Chicago,Southwest Suburbs,,Overall,65028044.0,0.043,-299650.0,359999.0,6.18,0.0,311904.0
2024 Q2,Chicago,Far SW Suburbs,,Overall,96718587.0,0.032,669225.0,438200.0,7.1,306839.0,1650751.0
2024 Q2,Chicago,City South,,Overall,105108639.0,0.023,-167311.0,320944.0,8.08,22250.0,352898.0
2024 Q2,Chicago,South Suburbs,,Overall,62598556.0,0.059,595599.0,50000.0,6.0,0.0,1984027.0
2024 Q2,Chicago,Joliet Area,,Overall,104225292.0,0.06,2184064.0,3339011.0,6.98,1139153.0,833300.0
2024 Q2,Chicago,Northwest Indiana,,Overall,32544510.0,0.079,95614.0,926520.0,5.9,400000.0,1103698.0
2024 Q2,Chicago,Dekalb Area,,Overall,14045738.0,0.001,-19500.0,775000.0,4.5,0.0,128000.0
2024 Q2,Chicago,Chicago Metro Subtotal,,Overall,1144064138.0,0.039,3144904.0,10874867.0,6.93,4211108.0,12618923.0
2024 Q2,Chicago,Southeast Wisconsin,,Overall,84261690.0,0.108,2346753.0,693201.0,5.85,2719594.0,1598656.0
2024 Q2,Chicago,Rockford Area,,Overall,37742181.0,0.035,1529509.0,200000.0,4.55,1318600.0,0.0
2024 Q2,Chicago,Total,,Overall,1266068009.0,0.044,7021166.0,11768068.0,6.77,8249302.0,14217579.0
2024 Q2,Colorado Springs,CBD,,Industrial,10000.0,0.0,0.0,,,,
2024 Q2,Colorado Springs,Central,,Industrial,2943162.0,0.044,49225.0,,11.85,,
2024 Q2,Colorado Springs,East,,Industrial,2743083.0,0.023,-2351.0,,11.26,,
2024 Q2,Colorado Springs,Falcon,,Industrial,43475.0,0.0,0.0,,,,
2024 Q2,Colorado Springs,Fountain/Security/Widefield,,Industrial,1585616.0,0.128,3180.0,,7.58,,
2024 Q2,Colorado Springs,Greater Downtown,,Industrial,1612747.0,0.004,-6400.0,,,,
2024 Q2,Colorado Springs,Northeast,,Industrial,2620672.0,0.048,28952.0,164168.0,7.73,,
2024 Q2,Colorado Springs,Northwest,,Industrial,8077216.0,0.026,-24106.0,,11.3,,
2024 Q2,Colorado Springs,Southeast,,Industrial,12283356.0,0.025,293084.0,106750.0,11.52,,
2024 Q2,Colorado Springs,Southwest,,Industrial,1162639.0,0.014,-16426.0,,9.5,,
2024 Q2,Colorado Springs,Tri-Lakes,,Industrial,649063.0,0.251,219043.0,,10.5,,
2024 Q2,Colorado Springs,West Side/Manitou,,Industrial,718512.0,0.039,-23735.0,,13.43,,
2024 Q2,Colorado Springs,METRO TOTAL,,Industrial,34449541.0,0.036,520466.0,270918.0,10.2,,
2024 Q2,Greater Los Angeles,Commerce/Vernon,,,164799007.0,0.045,-1635575.0,574093.0,1.41,210347.0,1696716.0
2024 Q2,Greater Los Angeles,Downtown Los Angeles,,,107018641.0,0.029,-567397.0,253318.0,1.27,,217219.0
2024 Q2,Greater Los Angeles,Mid-Counties,,,105219595.0,0.039,-791005.0,572135.0,1.65,,1253105.0
2024 Q2,Greater Los Angeles,Greater San Fernando Valley,,,177814463.0,0.016,-227985.0,1228830.0,1.6,168676.0,611651.0
2024 Q2,Greater Los Angeles,San Gabriel Valley,,,164040745.0,0.042,-369204.0,706035.0,1.51,1661872.0,1071731.0
2024 Q2,Greater Los Angeles,South Bay,,,203897485.0,0.039,-169782.0,2483808.0,1.66,408210.0,2720893.0
2024 Q2,Greater Los Angeles,Los Angeles County,,,922789936.0,0.035,-3760948.0,5818219.0,1.57,2449105.0,7571315.0
2024 Q2,Greater Los Angeles,Ventura County,,,68271244.0,0.024,-136862.0,902012.0,1.14,51234.0,427509.0
2024 Q2,Greater Los Angeles,Greater L.A.,,,991061180.0,0.034,-3897810.0,6720231.0,1.54,2500339.0,7998824.0
2024 Q2,Hawaii,Kakaako,,,2129129.0,0.034,,,2.25,,
2024 Q2,Hawaii,Iwilei,,,2541284.0,0.04,,,1.3,,
2024 Q2,Hawaii,Kalihi,,,9323186.0,0.024,-14602.0,,1.38,,
2024 Q2,Hawaii,Mapunapuna,,,2880523.0,0.025,-72709.0,,1.4,,
2024 Q2,Hawaii,Airport,,,3077413.0,0.009,-579.0,,1.53,,
2024 Q2,Hawaii,Bougainville,,,376753.0,0.04,-925.0,,1.65,,
2024 Q2,Hawaii,Halawa,,,1461384.0,0.009,2787.0,,1.54,,
2024 Q2,Hawaii,Pearl City,,,3665288.0,0.014,2478.0,,1.45,,
2024 Q2,Hawaii,Waipio,,,1922269.0,0.014,-1628.0,,1.39,,
2024 Q2,Hawaii,Waipahu,,,3257905.0,0.006,-2300.0,,1.42,,
2024 Q2,Hawaii,Kapolei,,,2265423.0,0.017,19759.0,,1.35,,
2024 Q2,Hawaii,Campbell,,,4005265.0,0.015,8400.0,,1.51,,
2024 Q2,Hawaii,Windward,,,1079413.0,0.021,-31589.0,,,,
2024 Q2,Hawaii,Oahu,,,37985235.0,0.019,-18025.0,,1.49,,
2024 Q2,Hawaii,Maui,,,8165548.0,0.005,-1130.0,,1.37,,
2024 Q2,Hawaii,Big Island,,,6137962.0,0.01,-12272.0,,1.09,,
2024 Q2,Hawaii,Kauai,,,1779672.0,0.008,-3820.0,,1.9,,
2024 Q2,Hawaii,State,,,54068417.0,0.016,-12439.0,,1.46,,
2024 Q2,Houston,CBD,,,50802300.0,0.031,60579.0,0.0,0.84,,
2024 Q2,Houston,North,,,116421106.0,0.059,2542440.0,1022551.0,0.81,,
2024 Q2,Houston,Northeast,,,44502176.0,0.101,-67339.0,858600.0,0.81,,
2024 Q2,Houston,Northwest,,,147445023.0,0.056,1338581.0,1649535.0,0.84,,
2024 Q2,Houston,Southeast,,,115342889.0,0.057,514122.0,4574431.0,0.88,,
2024 Q2,Houston,South,,,36014666.0,0.054,796995.0,1554001.0,0.83,,
2024 Q2,Houston,Southwest,,,89077971.0,0.045,905362.0,1446818.0,0.83,,
2024 Q2,Houston,West,,,32483924.0,0.176,-330586.0,55120.0,0.8,,
2024 Q2,Houston,HOUSTON TOTAL,,,632990055.0,0.062,5760154.0,11161056.0,0.83,,
2024 Q2,Inland Empire,Inland Empire East,Banning/Beaumont,,9525613.0,0.26,-1017845.0,0.0,0.0,,0.0
2024 Q2,Inland Empire,Inland Empire East,Colton,,8765289.0,0.067,199233.0,587244.0,0.91,,214233.0
2024 Q2,Inland Empire,Inland Empire East,Corona/Norco,,33834496.0,0.053,47868.0,220589.0,1.27,,158177.0
2024 Q2,Inland Empire,Inland Empire East,Moreno Valley,,33741678.0,0.058,-108800.0,38820.0,1.05,,107200.0
2024 Q2,Inland Empire,Inland Empire East,Perris,,41322390.0,0.147,223510.0,2651003.0,0.0,,223510.0
2024 Q2,Inland Empire,Inland Empire East,Redlands/Loma Linda,,30412041.0,0.062,4271.0,928649.0,0.75,,52469.0
2024 Q2,Inland Empire,Inland Empire East,Rialto/Bloomington,,43320980.0,0.09,-707383.0,555936.0,1.15,,0.0
2024 Q2,Inland Empire,Inland Empire East,Riverside,,60830664.0,0.057,398862.0,818526.0,1.05,,478756.0
2024 Q2,Inland Empire,Inland Empire East,San Bernardino,,46073869.0,0.083,-5200.0,335460.0,1.04,,58038.0
2024 Q2,Inland Empire,Inland Empire East,,,307827020.0,0.084,-965484.0,6148915.0,1.09,,1292383.0
2024 Q2,Inland Empire,Inland Empire West,Chino/Chino Hills,,56532772.0,0.03,-10493.0,0.0,1.17,,446574.0
2024 Q2,Inland Empire,Inland Empire West,Fontana,,78596369.0,0.057,168421.0,1856822.0,1.25,,1153916.0
2024 Q2,Inland Empire,Inland Empire West,Jurupa Valley/Eastvale,,48781376.0,0.055,1185011.0,0.0,1.13,,1849481.0
2024 Q2,Inland Empire,Inland Empire West,Ontario/Montclair/Upland,,125942910.0,0.068,-586586.0,3411164.0,1.22,,2431252.0
2024 Q2,Inland Empire,Inland Empire West,Rancho Cucamonga,,44394807.0,0.05,-550395.0,151455.0,1.13,,471257.0
2024 Q2,Inland Empire,Inland Empire West,,,354248234.0,0.055,205958.0,5419441.0,1.19,,6352480.0
2024 Q2,Inland Empire,Inland Empire North,Adelanto,,4379348.0,0.073,94800.0,0.0,0.0,,0.0
2024 Q2,Inland Empire,Inland Empire North,Apple Valley,,3266548.0,0.412,-1344245.0,0.0,0.0,,0.0
2024 Q2,Inland Empire,Inland Empire North,Barstow,,593054.0,0.0,27446.0,0.0,0.0,,0.0
2024 Q2,Inland Empire,Inland Empire North,Hesperia,,5349539.0,0.222,23290.0,0.0,0.0,,0.0
2024 Q2,Inland Empire,Inland Empire North,Victorville,,10017115.0,0.053,23700.0,1296000.0,0.0,,0.0
2024 Q2,Inland Empire,Inland Empire North,,,23605604.0,0.143,-1225745.0,1296000.0,0.93,,0.0
2024 Q2,Inland Empire,Inland Empire Core,,,662075254.0,0.069,-759526.0,11568356.0,1.16,,7644863.0
2024 Q2,Inland Empire,Inland Empire Total,,,685680858.0,0.071,-1985271.0,12864356.0,1.16,,7644863.0
2024 Q2,Jacksonville,Downtown,,,1029331.0,0.026,0.0,0.0,,,
2024 Q2,Jacksonville,Beaches,,,188007.0,0.007,0.0,0.0,14.0,,
2024 Q2,Jacksonville,Northside,,,44584939.0,0.033,47378.0,2575637.0,8.52,,
2024 Q2,Jacksonville,Southside,,,22659863.0,0.056,122159.0,52920.0,8.99,,
2024 Q2,Jacksonville,Westside,,,52061680.0,0.057,831.0,852224.0,7.16,,
2024 Q2,Jacksonville,Clay County,,,2919873.0,0.05,0.0,0.0,13.85,,
2024 Q2,Jacksonville,St. Johns County,,,2190295.0,0.075,130413.0,1064374.0,9.5,,
2024 Q2,Jacksonville,Jacksonville Total,,,125633988.0,0.048,300781.0,4545155.0,7.92,,
2024 Q2,Jacksonville,Jacksonville Total,Manufacturing,,19002251.0,0.01,-33663.0,0.0,6.24,,
2024 Q2,Jacksonville,Jacksonville Total,Warehouse/Distribution,,97593971.0,0.054,249823.0,4468235.0,7.54,,
2024 Q2,Jacksonville,Jacksonville Total,R&D/Flex,,9037766.0,0.065,84621.0,76920.0,11.17,,
2024 Q2,Miami,Airport/Doral,,,60824327.0,0.0458,-126765.0,1528640.0,19.6,0.0,
2024 Q2,Miami,Central Dade,,,39691109.0,0.0365,32374.0,107632.0,14.5,85376.0,
2024 Q2,Miami,Hialeah,,,16707629.0,0.0438,-85667.0,409189.0,13.6,0.0,
2024 Q2,Miami,Kendall/Tamiami,,,14404811.0,0.0317,-44926.0,0.0,13.0,0.0,
2024 Q2,Miami,Medley,,,46875052.0,0.0464,-59225.0,930559.0,17.35,539293.0,
2024 Q2,Miami,Miami Lakes,,,17933512.0,0.0821,705155.0,1512320.0,17.0,924942.0,
2024 Q2,Miami,North Central Dade,,,40290770.0,0.0783,106188.0,374419.0,16.1,1805758.0,
2024 Q2,Miami,Northeast Dade,,,2686371.0,0.0266,-1890.0,0.0,14.5,0.0,
2024 Q2,Miami,Out of Submarket,,,1389117.0,0.0018,0.0,0.0,,,
2024 Q2,Miami,South Dade,,,4634516.0,0.0105,5948.0,169053.0,13.0,0.0,
2024 Q2,Miami,Grand Total,,,245437214.0,0.0503,531192.0,5031812.0,15.46,3355279.0,
2024 Q2,Milwaukee,Kenosha,,,51234800.0,0.127,343830.0,583565.0,5.33,,
2024 Q2,Milwaukee,Milwaukee Downtown,,,11827396.0,0.047,,,4.91,,
2024 Q2,Milwaukee,Milwaukee North Central,,,12202990.0,0.042,14204.0,,3.83,,
2024 Q2,Milwaukee,Milwaukee North Shore,,,5743081.0,0.03,,,5.17,,
2024 Q2,Milwaukee,Milwaukee Northwest,,,24641800.0,0.031,-19528.0,233516.0,4.35,,
2024 Q2,Milwaukee,Milwaukee South,,,36147059.0,0.072,-74824.0,475000.0,6.73,,
2024 Q2,Milwaukee,Milwaukee South Central,,,13281765.0,0.114,7082.0,,6.94,,
2024 Q2,Milwaukee,Milwaukee West,,,14034947.0,0.158,-237965.0,200000.0,4.49,,
2024 Q2,Milwaukee,Ozaukee,,,12245220.0,0.005,50399.0,,5.23,36843.0,
2024 Q2,Milwaukee,Racine,,,33026890.0,0.079,143822.0,109636.0,5.8,,
2024 Q2,Milwaukee,Sheboygan,,,18810566.0,0.012,,49500.0,5.5,,
2024 Q2,Milwaukee,Walworth,,,11815462.0,0.012,52000.0,25000.0,5.04,,
2024 Q2,Milwaukee,Washington,,,24087348.0,0.044,313010.0,318652.0,5.92,258010.0,
2024 Q2,Milwaukee,Waukesha Northeast,,,22719673.0,0.016,55345.0,40670.0,6.81,,
2024 Q2,Milwaukee,Waukesha Northwest,,,21248910.0,0.016,28800.0,24534.0,5.5,,
2024 Q2,Milwaukee,Waukesha Southeast,,,16471568.0,0.015,42168.0,108000.0,7.38,,
2024 Q2,Milwaukee,Waukesha Southwest,,,17373829.0,0.012,-4670.0,,6.68,,
2024 Q2,Milwaukee,TOTAL,,,346913304.0,0.058,713673.0,2168073.0,5.23,294853.0,
2024 Q2,Northern and Central New Jersey,Northern NJ,Central Bergen,Industrial,32300000.0,0.045,27200.0,187500.0,18.16,,72000.0
2024 Q2,Northern and Central New Jersey,Northern NJ,Fairfield Market,Industrial,18700000.0,0.038,-106900.0,0.0,15.92,,118300.0
2024 Q2,Northern and Central New Jersey,Northern NJ,Hudson Waterfront,Industrial,66300000.0,0.038,-36100.0,1671000.0,22.91,,116500.0
2024 Q2,Northern and Central New Jersey,Northern NJ,Meadowlands,Industrial,94500000.0,0.064,1068300.0,359200.0,21.19,,1066800.0
2024 Q2,Northern and Central New Jersey,Northern NJ,Morris Region,Industrial,41800000.0,0.045,211500.0,1791300.0,15.46,,88300.0
2024 Q2,Northern and Central New Jersey,Northern NJ,Newark,Industrial,53800000.0,0.04,-386600.0,211400.0,27.12,,50000.0
2024 Q2,Northern and Central New Jersey,Northern NJ,North East Bergen,Industrial,8100000.0,0.024,31300.0,0.0,15.83,,40000.0
2024 Q2,Northern and Central New Jersey,Northern NJ,North West Bergen,Industrial,19300000.0,0.049,37600.0,113000.0,19.61,,74600.0
2024 Q2,Northern and Central New Jersey,Northern NJ,Rt 23 North,Industrial,600000.0,0.013,-8000.0,0.0,0.0,,0.0
2024 Q2,Northern and Central New Jersey,Northern NJ,Rt 280 Corridor,Industrial,4400000.0,0.033,0.0,0.0,19.5,,0.0
2024 Q2,Northern and Central New Jersey,Northern NJ,Rt 46/23/2 Interchange,Industrial,57900000.0,0.027,388800.0,402300.0,16.95,,577700.0
2024 Q2,Northern and Central New Jersey,Northern NJ,Suburban Essex,Industrial,6800000.0,0.054,-5600.0,0.0,0.0,,226200.0
2024 Q2,Northern and Central New Jersey,Northern NJ,Total,Industrial,404500000.0,0.045,1221500.0,4735700.0,19.91,,2430400.0
2024 Q2,Northern and Central New Jersey,Central NJ,Brunswicks/Exit 9,Industrial,29300000.0,0.079,-42200.0,146600.0,17.2,,274900.0
2024 Q2,Northern and Central New Jersey,Central NJ,Carteret/Avenel,Industrial,30800000.0,0.119,-383800.0,488400.0,19.82,,514600.0
2024 Q2,Northern and Central New Jersey,Central NJ,Central Union,Industrial,24500000.0,0.023,29800.0,109200.0,17.73,,66300.0
2024 Q2,Northern and Central New Jersey,Central NJ,Exit 8A,Industrial,80100000.0,0.033,-235100.0,407300.0,15.94,,559100.0
2024 Q2,Northern and Central New Jersey,Central NJ,Hunterdon/Warren,Industrial,14900000.0,0.05,67100.0,0.0,11.54,,23000.0
2024 Q2,Northern and Central New Jersey,Central NJ,Linden/Elizabeth,Industrial,45600000.0,0.077,37500.0,400000.0,22.76,,640200.0
2024 Q2,Northern and Central New Jersey,Central NJ,Monmouth,Industrial,27500000.0,0.097,60000.0,1869800.0,14.98,,103600.0
2024 Q2,Northern and Central New Jersey,Central NJ,Princeton,Industrial,16100000.0,0.053,98600.0,0.0,14.22,,180500.0
2024 Q2,Northern and Central New Jersey,Central NJ,Route 287/Exit 10,Industrial,111400000.0,0.045,974200.0,964600.0,18.15,,910900.0
2024 Q2,Northern and Central New Jersey,Central NJ,Route 78 East,Industrial,9700000.0,0.042,-178200.0,0.0,15.55,,0.0
2024 Q2,Northern and Central New Jersey,Central NJ,Somerset,Industrial,40800000.0,0.04,146700.0,691500.0,16.91,,52300.0
2024 Q2,Northern and Central New Jersey,Central NJ,Trenton/295,Industrial,33600000.0,0.053,-92800.0,378000.0,14.64,,102400.0
2024 Q2,Northern and Central New Jersey,Central NJ,Total,Industrial,464300000.0,0.056,481800.0,5455400.0,17.32,,3427800.0
2024 Q2,Northern and Central New Jersey,NJ,Total,Industrial,868800000.0,0.05,1703300.0,10191100.0,18.23,,5858300.0
2024 Q2,Northern Colorado,Fort Collins,,Industrial,10592010.0,0.03,,,12.56,,
2024 Q2,Northern Colorado,Greeley/Evans,,Industrial,7210498.0,0.058,,,10.61,,
2024 Q2,Northern Colorado,1-25 North,,Industrial,6171349.0,0.075,,3972150.0,12.78,,
2024 Q2,Northern Colorado,1-25 South,,Industrial,3579237.0,0.012,,171214.0,14.17,,
2024 Q2,Northern Colorado,Loveland/Berthoud,,Industrial,4947017.0,0.057,,,9.1,,
2024 Q2,Northern Colorado,Weld County South,,Industrial,724679.0,0.082,,30000.0,18.5,,
2024 Q2,Northern Colorado,Windsor,,Industrial,4102402.0,0.012,,,12.36,,
2024 Q2,Northern Colorado,Northern Colorado,,Industrial,37327192.0,0.044,,4173364.0,11.54,,
2024 Q2,Oakland Snapshot,Richmond,,Warehouse/Distribution,8788921.0,0.086,149558.0,,1.23,,10178.0
2024 Q2,Oakland Snapshot,Berkeley,,Warehouse/Distribution,1759023.0,0.013,4025.0,,1.75,,10325.0
2024 Q2,Oakland Snapshot,Emeryville,,Warehouse/Distribution,1644405.0,0.045,0.0,,1.75,,0.0
2024 Q2,Oakland Snapshot,Oakland,,Warehouse/Distribution,25195142.0,0.079,-551845.0,,1.3,,192219.0
2024 Q2,Oakland Snapshot,Alameda,,Warehouse/Distribution,3344388.0,0.05,-135377.0,,1.3,,0.0
2024 Q2,Oakland Snapshot,San Leandro,,Warehouse/Distribution,14899733.0,0.057,-52632.0,,1.4,,151182.0
2024 Q2,Oakland Snapshot,San Lorenzo,,Warehouse/Distribution,424126.0,0.025,0.0,,1.1,,0.0
2024 Q2,Oakland Snapshot,Hayward,,Warehouse/Distribution,27864645.0,0.064,-346664.0,,1.4,,400572.0
2024 Q2,Oakland Snapshot,Union City,,Warehouse/Distribution,10099209.0,0.069,-225362.0,,1.4,,147419.0
2024 Q2,Oakland Snapshot,Oakland Industrial Market Total,,Warehouse/Distribution,94019682.0,0.068,-1016620.0,,1.37,,911895.0
2024 Q2,Orlando,Lake,,,12836802.0,0.159,979561.0,0.0,7.23,,
2024 Q2,Orlando,NE Orange,,,5445811.0,0.074,0.0,0.0,13.04,,
2024 Q2,Orlando,NW Orange,,,30667114.0,0.156,238382.0,1407507.0,7.66,,
2024 Q2,Orlando,Osceola,,,8034242.0,0.067,-67231.0,0.0,10.98,,
2024 Q2,Orlando,Seminole,,,17605111.0,0.061,64891.0,0.0,11.31,,
2024 Q2,Orlando,SE Orange,,,46259523.0,0.048,-28310.0,2845361.0,10.26,,
2024 Q2,Orlando,SW Orange,,,28437523.0,0.038,-94094.0,0.0,12.8,,
2024 Q2,Orlando,Orlando Total,,,149286126.0,0.082,1093199.0,4252868.0,8.87,,
2024 Q2,Palm Beach,Boca Raton,,,7455058.0,0.037,-9773.0,0.0,19.05,0.0,
2024 Q2,Palm Beach,Boynton Beach,,,4431245.0,0.0198,-15932.0,0.0,17.0,0.0,
2024 Q2,Palm Beach,Delray Beach,,,2907748.0,0.0246,-28485.0,69785.0,17.5,0.0,
2024 Q2,Palm Beach,Jupiter,,,1682839.0,0.0215,-4525.0,0.0,13.0,0.0,
2024 Q2,Palm Beach,Lake Worth,,,3910625.0,0.0132,128185.0,0.0,13.0,0.0,
2024 Q2,Palm Beach,PB Outlying,,,4472178.0,0.2415,-164806.0,549364.0,11.5,555963.0,
2024 Q2,Palm Beach,Riviera Beach,,,12523055.0,0.0536,-89507.0,0.0,14.6,0.0,
2024 Q2,Palm Beach,West Palm Beach,,,15087367.0,0.0661,80864.0,0.0,16.65,435442.0,
2024 Q2,Palm Beach,Total Palm Beach,,,52470115.0,0.0624,-103979.0,619149.0,15.9,991405.0,
2024 Q2,San Antonio,CBD,,,2151911.0,0.047,,,12.0,,
