Period,Market,primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
2021 Q3,San Francisco Peninsula,Total Industrial Market,,Manufacturing,5836780,0.041,116980,,1.94,,
2021 Q3,Savannah,Savannah Market,,Overall,84159877,0.034,3096492,15220384.0,5.48,4996417.0,
2021 Q3,Tampa,East Tampa Area,,Industrial,74643388,0.052,478471,3514479.0,6.19,,
2021 Q3,Tampa,East Tampa Area,Tampa CBD,Industrial,8529796,0.033,10684,0.0,4.08,,
2021 Q3,Tampa,East Tampa Area,Northeast,Industrial,2319823,0.07,-2038,0.0,6.97,,
2021 Q3,Tampa,East Tampa Area,East Tampa,Industrial,47562957,0.045,-94167,1252512.0,7.16,,
2021 Q3,Tampa,East Tampa Area,Plant City,Industrial,12895611,0.104,71836,2149967.0,5.48,,
2021 Q3,Tampa,East Tampa Area,Southeast,Industrial,3335201,0.0,492156,112000.0,3.0,,
2021 Q3,Tampa,Airport Area,,Industrial,21098012,0.04,-138744,542254.0,7.74,,
2021 Q3,Tampa,Airport Area,Westshore,Industrial,3619841,0.029,478,0.0,6.05,,
2021 Q3,Tampa,Airport Area,Airport,Industrial,12819439,0.047,-190494,542254.0,9.36,,
2021 Q3,Tampa,Airport Area,Southwest Tampa,Industrial,2598988,0.016,61239,0.0,6.51,,
2021 Q3,Tampa,Airport Area,Northwest Tampa,Industrial,2059744,0.049,-9967,0.0,9.89,,
2021 Q3,Tampa,Hillsborough County,,Industrial,95741400,0.05,339727,4056733.0,6.54,,
2021 Q3,Tampa,Pinellas County,,Industrial,45083092,0.041,161832,230000.0,7.62,,
2021 Q3,Tampa,Pinellas County,South Pinellas,Industrial,8553723,0.06,-7500,0.0,5.85,,
2021 Q3,Tampa,Pinellas County,Mid Pinellas/Gateway,Industrial,29697090,0.042,169332,100000.0,7.82,,
2021 Q3,Tampa,Pinellas County,North Pinellas,Industrial,6832279,0.011,0,130000.0,8.76,,
2021 Q3,Tampa,Tampa Total,,Industrial,140824492,0.047,501559,4286733.0,6.73,,
2021 Q3,Tampa,Tampa Total,,Manufacturing,31315800,0.033,-288067,0.0,6.53,,
2021 Q3,Tampa,Tampa Total,,R&D/Flex,12577782,0.063,103975,0.0,11.99,,
2021 Q3,Tampa,Tampa Total,,Warehouse/Distribution,96930910,0.049,685651,4286733.0,5.84,,
