Period,Market,primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
2022 Q4,Columbus,Southeast,,Modern Warehouse,50242553.0,0.032,574560.0,3092675.0,4.78,2531576.0,
2022 Q4,Columbus,Southwest,,Modern Warehouse,5736998.0,,52922.0,,,,
2022 Q4,Columbus,Union County,,Modern Warehouse,355000.0,,,,,,
2022 Q4,Columbus,West,,Modern Warehouse,782730.0,,,,,,
2022 Q4,Columbus,Total,,Modern Warehouse,97710017.0,0.065,1013051.0,15803198.0,4.65,4842416.0,
2022 Q4,Dallas Fort Worth,DFW Airport,DFW/Las Colinas,Industrial,61785025.0,0.035,20749.0,4758445.0,,0.0,
2022 Q4,Dallas Fort Worth,DFW Airport,DFW/Grapevine,Industrial,23634720.0,0.022,-217788.0,611526.0,,0.0,
2022 Q4,Dallas Fort Worth,DFW Airport,Airport Totals,Industrial,85419745.0,0.031,-197039.0,5369971.0,,0.0,
2022 Q4,Dallas Fort Worth,East Dallas,Central East Dallas,Industrial,17138339.0,0.135,30870.0,0.0,,0.0,
2022 Q4,Dallas Fort Worth,East Dallas,East Dallas/Mesquite,Industrial,24783014.0,0.104,665607.0,5402821.0,,0.0,
2022 Q4,Dallas Fort Worth,East Dallas,Forney/Terrell,Industrial,5576185.0,0.3,621874.0,5256688.0,,0.0,
2022 Q4,Dallas Fort Worth,East Dallas,East Dallas Totals,Industrial,47497538.0,0.138,1318351.0,10659509.0,,0.0,
2022 Q4,Dallas Fort Worth,Northeast Dallas,Allen/McKinney,Industrial,14593663.0,0.068,204997.0,1106088.0,,0.0,
2022 Q4,Dallas Fort Worth,Northeast Dallas,Northeast Dallas/Garland,Industrial,50761024.0,0.011,144362.0,0.0,,0.0,
2022 Q4,Dallas Fort Worth,Northeast Dallas,Plano,Industrial,21150051.0,0.037,279000.0,0.0,,0.0,
2022 Q4,Dallas Fort Worth,Northeast Dallas,Richardson,Industrial,17043504.0,0.051,7482.0,0.0,,0.0,
2022 Q4,Dallas Fort Worth,Northeast Dallas,Rockwall,Industrial,3891978.0,0.008,-19222.0,301120.0,,0.0,
2022 Q4,Dallas Fort Worth,Northeast Dallas,Northeast Dallas Totals,Industrial,107440220.0,0.03,616619.0,1407208.0,,0.0,
2022 Q4,Dallas Fort Worth,Northwest Dallas,Denton,Industrial,13682457.0,0.081,255490.0,4265164.0,,700223.0,
2022 Q4,Dallas Fort Worth,Northwest Dallas,Lewisville,Industrial,32994114.0,0.04,814474.0,1404191.0,,397159.0,
2022 Q4,Dallas Fort Worth,Northwest Dallas,Metropolitan/Addison,Industrial,19864799.0,0.028,131050.0,0.0,,0.0,
2022 Q4,Dallas Fort Worth,Northwest Dallas,Stemmons/Valwood,Industrial,48877613.0,0.012,-61133.0,0.0,,0.0,
2022 Q4,Dallas Fort Worth,Northwest Dallas,Dallas Outlying,Industrial,1675504.0,0.003,-1000.0,290940.0,,0.0,
2022 Q4,Dallas Fort Worth,Northwest Dallas,Northwest Dallas Totals,Industrial,117094487.0,0.031,1138881.0,5960295.0,,1097382.0,
2022 Q4,Dallas Fort Worth,South Dallas,Redbird Airport,Industrial,20042582.0,0.012,32842.0,1774247.0,,0.0,
2022 Q4,Dallas Fort Worth,South Dallas,Southeast Dallas/i-45,Industrial,61021660.0,0.079,1515500.0,18516719.0,,1013833.0,
2022 Q4,Dallas Fort Worth,South Dallas,Southwest Dallas/US 67,Industrial,17708215.0,0.083,-459568.0,1229410.0,,0.0,
2022 Q4,Dallas Fort Worth,South Dallas,South Dallas Totals,Industrial,98772457.0,0.066,1088774.0,21520376.0,,1013833.0,
2022 Q4,Dallas Fort Worth,South Stemmons,East Hines North,Industrial,20178551.0,0.021,181880.0,0.0,,0.0,
2022 Q4,Dallas Fort Worth,South Stemmons,East Brookhollow,Industrial,7906312.0,0.023,-26859.0,0.0,,0.0,
2022 Q4,Dallas Fort Worth,South Stemmons,Eastern Lonestar/Turnpike,Industrial,31899617.0,0.035,131221.0,636520.0,,1005200.0,
2022 Q4,Dallas Fort Worth,South Stemmons,North Trinity,Industrial,9704015.0,0.033,119893.0,0.0,,0.0,
2022 Q4,Dallas Fort Worth,South Stemmons,West Hines North,Industrial,8872808.0,0.062,-124833.0,0.0,,0.0,
2022 Q4,Dallas Fort Worth,South Stemmons,West Brookhollow,Industrial,40510283.0,0.028,49990.0,0.0,,0.0,
2022 Q4,Dallas Fort Worth,South Stemmons,Western Lonestar/Turnpike,Industrial,7922910.0,0.028,16550.0,602355.0,,0.0,
2022 Q4,Dallas Fort Worth,South Stemmons,South Stemmons Totals,Industrial,126994496.0,0.031,347842.0,1238875.0,,1005200.0,
2022 Q4,Dallas Fort Worth,287 Corridor,Mansfield/Midlothian,Industrial,12837346.0,0.124,1167247.0,3927933.0,,1269420.0,
2022 Q4,Dallas Fort Worth,287 Corridor,Waxahachie/Ennis,Industrial,7830849.0,0.058,483000.0,0.0,,483000.0,
2022 Q4,Dallas Fort Worth,287 Corridor,287 Corridor Totals,Industrial,20668195.0,0.099,1650247.0,3927933.0,,1752420.0,
2022 Q4,Dallas Fort Worth,Great Southwest/Arlington,Arlington,Industrial,24419314.0,0.038,142837.0,788500.0,,321891.0,
2022 Q4,Dallas Fort Worth,Great Southwest/Arlington,Lower Great Southwest,Industrial,39138839.0,0.012,109059.0,298506.0,,0.0,
2022 Q4,Dallas Fort Worth,Great Southwest/Arlington,Upper Great Southwest,Industrial,54682812.0,0.029,-45396.0,664670.0,,0.0,
2022 Q4,Dallas Fort Worth,Great Southwest/Arlington,Great Southwest Totals,Industrial,118240965.0,0.025,206500.0,1751676.0,,321891.0,
2022 Q4,Dallas Fort Worth,North Fort Worth,Meacham Field/Fossil Creek,Industrial,43706736.0,0.071,143895.0,3621226.0,,0.0,
2022 Q4,Dallas Fort Worth,North Fort Worth,Northeast Tarrant/Alliance,Industrial,63128179.0,0.042,2348246.0,15040342.0,,213581.0,
2022 Q4,Dallas Fort Worth,North Fort Worth,West Tarrant,Industrial,4451528.0,0.001,99410.0,2849399.0,,0.0,
2022 Q4,Dallas Fort Worth,North Fort Worth,North Fort Worth Totals,Industrial,111286443.0,0.052,2591551.0,21510967.0,,213581.0,
2022 Q4,Dallas Fort Worth,South Fort Worth,Cleburne,Industrial,2108372.0,0.094,0.0,585143.0,,0.0,
2022 Q4,Dallas Fort Worth,South Fort Worth,East Fort Worth,Industrial,25728809.0,0.025,202416.0,0.0,,0.0,
2022 Q4,Dallas Fort Worth,South Fort Worth,North Central Fort Worth,Industrial,11001474.0,0.009,33670.0,0.0,,0.0,
2022 Q4,Dallas Fort Worth,South Fort Worth,South Central Fort Worth,Industrial,8219016.0,0.028,30028.0,0.0,,0.0,
2022 Q4,Dallas Fort Worth,South Fort Worth,South Central Tarrant,Industrial,31253324.0,0.106,548046.0,2075060.0,,418179.0,
2022 Q4,Dallas Fort Worth,South Fort Worth,Southwest Tarrant,Industrial,1943319.0,0.071,325.0,917410.0,,0.0,
2022 Q4,Dallas Fort Worth,South Fort Worth,South Fort Worth Totals,Industrial,80254314.0,0.057,814485.0,3577613.0,,418179.0,
2022 Q4,Dallas Fort Worth,Dallas Totals,,Industrial,603887138.0,0.047,5963675.0,50084167.0,,4868835.0,
2022 Q4,Dallas Fort Worth,Fort Worth Totals,,Industrial,309781722.0,0.043,3612536.0,26840256.0,,953651.0,
2022 Q4,Dallas Fort Worth,Market Totals,,Industrial,913668860.0,0.046,9576211.0,76924423.0,,5822486.0,
2022 Q4,Dayton,CBD,,Industrial,6852158.0,0.022,,10000.0,4.54,,
2022 Q4,Dayton,East,,Industrial,8830237.0,0.022,106267.0,,5.61,,
2022 Q4,Dayton,North,,Industrial,48833079.0,0.048,271868.0,4034542.0,4.29,524160.0,
2022 Q4,Dayton,Northeast,,Industrial,21001233.0,0.036,,95000.0,5.16,,
2022 Q4,Dayton,South Central,,Industrial,18563920.0,0.049,-12378.0,,8.02,,
2022 Q4,Dayton,South,,Industrial,11519891.0,0.025,208037.0,47000.0,6.43,60000.0,
2022 Q4,Dayton,Southeast,,Industrial,3497427.0,0.101,,,7.2,,
2022 Q4,Dayton,West,,Industrial,4580618.0,0.01,25095.0,,5.72,,
2022 Q4,Dayton,Total,,Industrial,123678563.0,0.041,598889.0,4386542.0,5.44,584160.0,
2022 Q4,Denver,Airport,Airport East,Industrial,39748701.0,0.09,430115.0,5561881.0,6.13,,
2022 Q4,Denver,Airport,Airport Central,Industrial,55946862.0,0.039,274511.0,,7.89,,
2022 Q4,Denver,Airport,,Industrial,95695563.0,0.06,704626.0,5561881.0,6.91,,
2022 Q4,Denver,Boulder,,Industrial,12555785.0,0.034,173411.0,,15.75,,
2022 Q4,Denver,I-76 Corridor,,Industrial,15096439.0,0.27,5365.0,526992.0,6.29,,
2022 Q4,Denver,Longmont,,Industrial,5345968.0,0.164,-5221.0,,15.17,,
2022 Q4,Denver,North,,Industrial,12782540.0,0.066,143045.0,1059247.0,9.26,,
2022 Q4,Denver,North Central,,Industrial,36269028.0,0.044,122230.0,,10.68,,
2022 Q4,Denver,Northwest,,Industrial,17958028.0,0.065,157957.0,734356.0,13.31,,
2022 Q4,Denver,South Central,,Industrial,15189366.0,0.01,119783.0,,9.83,,
2022 Q4,Denver,Southeast,,Industrial,23225287.0,0.079,101128.0,777833.0,10.62,,
2022 Q4,Denver,Southwest,,Industrial,9082269.0,0.02,65253.0,50000.0,12.3,,
2022 Q4,Denver,West,,Industrial,11351372.0,0.012,-33339.0,,12.87,,
2022 Q4,Denver,METRO TOTAL,,Industrial,264551645.0,0.065,1554398.0,8710309.0,8.66,,
2022 Q4,Des Moines,Western Suburbs,,Warehouse & Distribution,11452889.0,0.0076,14400.0,742692.0,6.84,,
2022 Q4,Des Moines,CBD,,Warehouse & Distribution,579479.0,0.0048,0.0,0.0,5.0,,
2022 Q4,Des Moines,Northwest,,Warehouse & Distribution,3787477.0,0.0177,0.0,0.0,5.85,,
2022 Q4,Des Moines,Northeast,,Warehouse & Distribution,16256999.0,0.0082,279444.0,1146800.0,5.69,,
2022 Q4,Des Moines,South,,Warehouse & Distribution,4268512.0,0.0494,8000.0,0.0,4.87,,
2022 Q4,Des Moines,Ankeny,,Warehouse & Distribution,4569920.0,0.1286,-32089.0,358394.0,5.75,,
2022 Q4,Des Moines,Greater DSM,,Warehouse & Distribution,40915276.0,0.0266,269755.0,2247886.0,5.96,,
2022 Q4,Detroit,Detroit,,Industrial,86464191.0,0.028,-262583.0,1758098.0,5.59,,
2022 Q4,Detroit,Downriver,,Industrial,70697486.0,0.014,190466.0,,6.24,659589.0,
2022 Q4,Detroit,I-75 Corridor,,Industrial,83993233.0,0.013,204391.0,280000.0,9.12,,
2022 Q4,Detroit,Macomb,,Industrial,107222939.0,0.019,-126215.0,253000.0,6.69,,
2022 Q4,Detroit,NW Suburbs,,Industrial,57490292.0,0.018,-150331.0,688726.0,9.86,,
2022 Q4,Detroit,SE Oakland,,Industrial,16805792.0,0.017,435167.0,,7.22,275000.0,
2022 Q4,Detroit,Washtenaw,,Industrial,24340146.0,0.007,140128.0,,13.43,,
2022 Q4,Detroit,Western Wayne,,Industrial,89773481.0,0.017,-32889.0,286347.0,6.49,,
2022 Q4,Detroit,TOTAL,,Industrial,535852971.0,0.018,398134.0,3266171.0,7.06,934589.0,
2022 Q4,Hawaii,Oahu,Kakaako,Industrial,2129129.0,0.059,,0.0,1.27,,
2022 Q4,Hawaii,Oahu,Iwilei,Industrial,2541284.0,0.068,-11210.0,,1.32,,
2022 Q4,Hawaii,Oahu,Kalihi,Industrial,9798822.0,0.039,-3193.0,,1.26,,
2022 Q4,Hawaii,Oahu,Mapunapuna,Industrial,2885973.0,0.126,5567.0,,1.19,,
2022 Q4,Hawaii,Oahu,Airport,Industrial,3143808.0,0.022,21920.0,,1.47,,
2022 Q4,Hawaii,Oahu,Bougainville,Industrial,379636.0,0.0,,,,,
2022 Q4,Hawaii,Oahu,Halawa,Industrial,1461384.0,0.051,,,1.59,,
2022 Q4,Hawaii,Oahu,Pearl City,Industrial,3669838.0,0.029,-277.0,,1.35,,
2022 Q4,Hawaii,Oahu,Waipio,Industrial,1936581.0,0.07,-3182.0,,1.36,,
2022 Q4,Hawaii,Oahu,Waipahu,Industrial,3280374.0,0.039,-10000.0,,1.43,,
2022 Q4,Hawaii,Oahu,Kapolei,Industrial,2655117.0,0.058,-6800.0,,1.37,,
2022 Q4,Hawaii,Oahu,Campbell,Industrial,4015121.0,0.032,-28312.0,,1.45,,
2022 Q4,Hawaii,Oahu,Windward,Industrial,1079413.0,0.071,5750.0,,,,
2022 Q4,Hawaii,Oahu,,Industrial,38976480.0,0.049,-29737.0,,1.32,,
2022 Q4,Hawaii,Maui,,Industrial,8910690.0,0.015,5012.0,,1.35,,
2022 Q4,Hawaii,Big Island,,Industrial,6143962.0,0.025,-4016.0,,1.18,,
2022 Q4,Hawaii,Kauai,,Industrial,1834993.0,0.004,,,1.06,,
2022 Q4,Hawaii,State,,Industrial,55866125.0,0.04,-28741.0,,1.31,,
2022 Q4,Houston,CBD,,Industrial,51154947.0,0.031,-41574.0,,0.84,,
2022 Q4,Houston,North,,Industrial,109113806.0,0.048,662465.0,7294609.0,0.76,191822.0,
2022 Q4,Houston,Northeast,,Industrial,39076273.0,0.031,477937.0,2895230.0,0.76,673088.0,
2022 Q4,Houston,Northwest,,Industrial,161402938.0,0.044,3085282.0,6276301.0,0.81,1465582.0,
2022 Q4,Houston,Northwest,West Houston-North,Industrial,19117518.0,0.085,1951150.0,371260.0,0.76,,
2022 Q4,Houston,Southeast,,Industrial,104401761.0,0.024,1068329.0,8437631.0,0.81,1281953.0,
2022 Q4,Houston,South,,Industrial,33420948.0,0.022,-100564.0,1867614.0,0.76,,
2022 Q4,Houston,Southwest,,Industrial,91313785.0,0.045,1022668.0,6761757.0,0.76,351680.0,
2022 Q4,Houston,Southwest,West Houston-South,Industrial,6262199.0,0.122,200680.0,5756838.0,0.76,,
2022 Q4,Houston,HOUSTON TOTAL,,Industrial,589884458.0,0.038,6174543.0,33533142.0,0.79,3964125.0,
2022 Q4,Kansas City,Clay,,Industrial,53403553.0,0.055,1984840.0,2172907.0,5.03,,
2022 Q4,Kansas City,Jackson,,Industrial,104518304.0,0.021,719189.0,4122258.0,4.78,,
2022 Q4,Kansas City,Johnson,,Industrial,82303202.0,0.024,1889949.0,4542897.0,5.95,,
2022 Q4,Kansas City,Platte,,Industrial,16794343.0,0.016,192670.0,328320.0,5.36,,
2022 Q4,Kansas City,Wyandotte,,Industrial,45934492.0,0.018,1053223.0,40000.0,4.62,,
2022 Q4,Kansas City,Cass,,Industrial,3995096.0,0.305,308463.0,498599.0,4.29,,
2022 Q4,Kansas City,Metro,,Industrial,306948990.0,0.031,6148334.0,11704981.0,5.02,,
2022 Q4,McAllen,McAllen,,Industrial,,0.016,129087.0,20000.0,5.62,33000.0,
2022 Q4,McAllen,Pharr,,Industrial,,0.009,150000.0,360000.0,8.16,150000.0,
2022 Q4,McAllen,Edinburg,,Industrial,,0.018,,,7.8,,
2022 Q4,McAllen,Hidalgo,,Industrial,,,0.0,30000.0,,,
2022 Q4,McAllen,Mission,,Industrial,,0.046,-84700.0,70000.0,6.24,,
2022 Q4,McAllen,Off Park,,Industrial,,0.042,,30000.0,5.51,,
2022 Q4,McAllen,McAllen Total,,Industrial,,0.019,194387.0,510000.0,5.93,183000.0,
2022 Q4,McAllen,McAllen Total,,Class A,,0.023,183000.0,510000.0,7.39,183000.0,
2022 Q4,McAllen,McAllen Total,,Class B,,0.016,11387.0,,5.63,,
2022 Q4,Memphis,Desoto County,,Bulk Warehouse,60703215.0,0.072,640074.0,3337603.0,4.53,,
