primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Auburn/Newcastle,,Incubator,385216,0.011,,,1.15,,
Auburn/Newcastle,,Distribution- Class B,148050,0,,,,,
Auburn/Newcastle,,Light Industrial - Class A,95331,0,,,,,
Auburn/Newcastle,,Flex/High Tech / R&D,433550,0,,,,,
Auburn/Newcastle,,Special Purpose,115748,0,,,,,
Auburn/Newcastle,,,3009064,0.008,,,1.06,,
McClellan Park,,Distribution - Class A,560617,0.255,,,0.80,,
McClellan Park,,Flex/High Tech / R&D,1312505,0.113,,,0.55,,
McClellan Park,,Light Industrial - Class B,1645992,0.051,,,0.55,,
McClellan Park,,Special Purpose,3111231,0.04,,,0.55,,
McClellan Park,,Distribution - Class B,1312134,0,,,,,
McClellan Park,,,7942479,0.063,,,0.68,,
Market Total,,Distribution - Class A,43847936,0.071,,,0.78,,
Market Total,,Distribution - Class B,23776169,0.012,,,0.62,,
Market Total,,Light Industrial - Class A,10591727,0.009,,,0.85,,
Market Total,,Light Industrial - Class B,55269511,0.019,,,0.85,,
Market Total,,Flex/High Tech / R&D,19640722,0.041,,,1.04,,
Market Total,,Special Purpose,27347858,0.014,,,0.77,,
Market Total,,Incubator,10248076,0.014,,,1.02,,
Market Total,,,190721999,0.031,,,0.81,,
